Id,fr Expected,fr Extracted,fr Result,ar Expected,ar Extracted,ar Result,bg Expected,bg Extracted,bg Result,chi Expected,chi Extracted,chi Result,cs Expected,cs Extracted,cs Result,da Expected,da Extracted,da Result,de Expected,de Extracted,de Result,el Expected,el Extracted,el Result,en Expected,en Extracted,en Result,es Expected,es Extracted,es Result,et Expected,et Extracted,et Result,fa Expected,fa Extracted,fa Result,fi Expected,fi Extracted,fi Result,he Expected,he Extracted,he Result,hi Expected,hi Extracted,hi Result,hr Expected,hr Extracted,hr Result,hu Expected,hu Extracted,hu Result,id Expected,id Extracted,id Result,it Expected,it Extracted,it Result,ja Expected,ja Extracted,ja Result,ko Expected,ko Extracted,ko Result,lt Expected,lt Extracted,lt Result,lv Expected,lv Extracted,lv Result,nl Expected,nl Extracted,nl Result,no Expected,no Extracted,no Result,pl Expected,pl Extracted,pl Result,pt Expected,pt Extracted,pt Result,ro Expected,ro Extracted,ro Result,ru Expected,ru Extracted,ru Result,sk Expected,sk Extracted,sk Result,sl Expected,sl Extracted,sl Result,sq Expected,sq Extracted,sq Result,sr Expected,sr Extracted,sr Result,sv Expected,sv Extracted,sv Result,tr Expected,tr Extracted,tr Result,uk Expected,uk Extracted,uk Result,vi Expected,vi Extracted,vi Result
10202_1,Niveau carburant faible,1 园 Niveau carburant faible,PASS,مستوى انخفاض الوقود,1 园 Niveau carburant faible,FAIL,Ниско ниво на горивото,1 园 Niveau carburant faible,FAIL,燃油油位 低,1 园 Niveau carburant faible,FAIL,Malé množství paliva,1 园 Niveau carburant faible,FAIL,Lavt brændstof niveau,1 园 Niveau carburant faible,FAIL,Wenig Tank- inhalt,1 园 Niveau carburant faible,FAIL,Χαμηλή στάθμη καυσίμου,1 园 Niveau carburant faible,FAIL,Low fuel level,1 园 Niveau carburant faible,FAIL,Nivel combus. bajo Nivel bajo de combustible,1 园 Niveau carburant faible,FAIL,Madal kütusetase,1 园 Niveau carburant faible,FAIL,سطح سوخت پایین,1 园 Niveau carburant faible,FAIL,Matala polttoainetaso,1 园 Niveau carburant faible,FAIL,מפלס דלק נמוך,1 园 Niveau carburant faible,FAIL,कम ईंधन स्तर,1 园 Niveau carburant faible,FAIL,Niska razina goriva,1 园 Niveau carburant faible,FAIL,Alacsony üa. szint,1 园 Niveau carburant faible,FAIL,Tngkt Bah.Bak.,1 园 Niveau carburant faible,FAIL,Livello carburante basso,1 园 Niveau carburant faible,FAIL,燃料残量 少,1 园 Niveau carburant faible,FAIL,연료 부족함,1 园 Niveau carburant faible,FAIL,Žemas kuro lygis,1 园 Niveau carburant faible,FAIL,Zems degvielas līmenis,1 园 Niveau carburant faible,FAIL,Laag brandstofniveau,1 园 Niveau carburant faible,FAIL,Lavt drivstoff nivå,1 园 Niveau carburant faible,FAIL,Niski poziom paliwa,1 园 Niveau carburant faible,FAIL,Nível comb. baixo Nível combust. baixo,1 园 Niveau carburant faible,FAIL,Nivel carburant scăzut,1 园 Niveau carburant faible,FAIL,Низ.уров. топ.,1 园 Niveau carburant faible,FAIL,Malá úroveň paliva,1 园 Niveau carburant faible,FAIL,Nizek nivo goriva,1 园 Niveau carburant faible,FAIL,Niveli i ulët i karburantit,1 园 Niveau carburant faible,FAIL,Ниво горива низак!,1 园 Niveau carburant faible,FAIL,Bränslenivå Låg,1 园 Niveau carburant faible,FAIL,Düşük ykt sev.,1 园 Niveau carburant faible,FAIL,Низ. рів. пального,1 园 Niveau carburant faible,FAIL,Cạn nhiên liệu mức độ,1 园 Niveau carburant faible,FAIL
10202_3,Niveau batterie faible,Niveau batterie faible,PASS,بطارية منخفض مستوى,Niveau batterie faible,FAIL,Ниско ниво на батерията,Niveau batterie faible,FAIL,电池电量 电量,Niveau batterie faible,FAIL,Nízké nabití akumulátoru,Niveau batterie faible,FAIL,Lavt batteri niveau,Niveau batterie faible,FAIL,Batteriestand niedrig,Niveau batterie faible,FAIL,Χαμηλή στάθμη μπαταρίας,Niveau batterie faible,FAIL,Low battery level,Niveau batterie faible,FAIL,Nivel de batería bajo Nivel de batería bajo,Niveau batterie faible,FAIL,Madal aku tase,Niveau batterie faible,FAIL,شارژ باتری پایین,Niveau batterie faible,FAIL,Alhainen akun varaustaso,Niveau batterie faible,FAIL,רמת טעינה סוללה רמה,Niveau batterie faible,FAIL,कम बैटरी स्तर,Niveau batterie faible,FAIL,Niska razina baterije,Niveau batterie faible,FAIL,Alacsony akku- szint,Niveau batterie faible,FAIL,Tingkat baterai tingkat,Niveau batterie faible,FAIL,Batteria scarica .,Niveau batterie faible,FAIL,バッテリ残量 減少,Niveau batterie faible,FAIL,낮은 배터리 수준,Niveau batterie faible,FAIL,Žemas akumuliator. lygis,Niveau batterie faible,FAIL,Zems ak. uzlādes līmenis,Niveau batterie faible,FAIL,Laag batterij niveau,Niveau batterie faible,FAIL,Lavt batterinivå nivå,Niveau batterie faible,FAIL,Niski poziom naładowania aku.,Niveau batterie faible,FAIL,Bateria baixa nível Nível da bateria baixo,Niveau batterie faible,FAIL,Nivel scăzut baterie,Niveau batterie faible,FAIL,Низкий уровень заряда АКБ,Niveau batterie faible,FAIL,Nízka úroveň akumulátora,Niveau batterie faible,FAIL,Nizka raven baterije,Niveau batterie faible,FAIL,Niveli i ulët bateria,Niveau batterie faible,FAIL,Nizak nivo baterije,Niveau batterie faible,FAIL,Låg batteri- nivå,Niveau batterie faible,FAIL,Düşük akü seviyesi,Niveau batterie faible,FAIL,Низький рівень заряду батареї,Niveau batterie faible,FAIL,Mức pin thấp,Niveau batterie faible,FAIL
10202_5,Niveau batterie très faible,Niveau batterie très faible,PASS,منخفض للغاية مستوى البطارية,Niveau batterie très faible,FAIL,Много ниско ниво на батерията,Niveau batterie très faible,FAIL,过低 电池电量,Niveau batterie très faible,FAIL,Velmi nízká úroveň nabití akumulátoru,Niveau batterie très faible,FAIL,Meget lavt batteriniveau,Niveau batterie très faible,FAIL,Sehr niedriger Batteriestand,Niveau batterie très faible,FAIL,Πολύ χαμηλή στάθμη μπαταρίας,Niveau batterie très faible,FAIL,Very low battery level,Niveau batterie très faible,FAIL,Nivel de batería muy bajo Nivel de batería muy bajo,Niveau batterie très faible,FAIL,Väga madal aku tase,Niveau batterie très faible,FAIL,خیلی کم میزان شارژ باتری,Niveau batterie très faible,FAIL,Erittäin alhainen akun varaustaso,Niveau batterie très faible,FAIL,נמוכה מאוד רמת טעינת סוללה,Niveau batterie très faible,FAIL,बहुत कम बैटरी का स्तर,Niveau batterie très faible,FAIL,Vrlo niska razina baterije,Niveau batterie très faible,FAIL,Nagyon alacsony akkumulátorszint,Niveau batterie très faible,FAIL,Tingkat baterai sangat rendah,Niveau batterie très faible,FAIL,Livello batteria insufficiente,Niveau batterie très faible,FAIL,バッテリ残量が 極少,Niveau batterie très faible,FAIL,매우 낮은 배터리,Niveau batterie très faible,FAIL,Labai žemas akumuliatoriaus lygis,Niveau batterie très faible,FAIL,Ļoti zems akumulatora uzlādes līmenis,Niveau batterie très faible,FAIL,Zeer laag batterij niveau,Niveau batterie très faible,FAIL,Svært lavt batterinivå,Niveau batterie très faible,FAIL,Bardzo niski poziom naładowania akumulatora,Niveau batterie très faible,FAIL,Bem baixo nível de bateria Nível da bateria muito baixo,Niveau batterie très faible,FAIL,Nivel foarte scăzut baterie,Niveau batterie très faible,FAIL,Очень низкий уровень заряда АКБ,Niveau batterie très faible,FAIL,Veľmi nízka úroveň nabitia akumulátora,Niveau batterie très faible,FAIL,Zelo nizka raven baterije,Niveau batterie très faible,FAIL,Niveli i baterisë shumë i ulët,Niveau batterie très faible,FAIL,Veoma nizak nivo baterije,Niveau batterie très faible,FAIL,Mycket låg batterinivå,Niveau batterie très faible,FAIL,Çok düşük akü seviyesi,Niveau batterie très faible,FAIL,Дуже низький рівень заряду батареї,Niveau batterie très faible,FAIL,Rất thấp mức pin,Niveau batterie très faible,FAIL
10208_1,Batterie faible Démarrer moteur,Batterie faible Démarrer moteur,PASS,البطارية ضعيفة شغِّل المحرك,Batterie faible Démarrer moteur,FAIL,Слаб акумулатор запали двигателя,Batterie faible Démarrer moteur,FAIL,蓄电池电量低 启动发动机,Batterie faible Démarrer moteur,FAIL,Slabý akumulátor nastartovat,Batterie faible Démarrer moteur,FAIL,Batteri afladet start motor,Batterie faible Démarrer moteur,FAIL,Batt. fast leer Motor starten,Batterie faible Démarrer moteur,FAIL,Ασθενής μπαταρία Βάλτε μπροστά,Batterie faible Démarrer moteur,FAIL,Battery Low Start Engine,Batterie faible Démarrer moteur,FAIL,Batería baja Arrancar motor Batería baja arrancar motor,Batterie faible Démarrer moteur,FAIL,Aku tühjeneb käivitage mootor,Batterie faible Démarrer moteur,FAIL,شروع موتور با باتری کم,Batterie faible Démarrer moteur,FAIL,Akun varaustila käynnistä moott.,Batterie faible Démarrer moteur,FAIL,מצבר חלש התנע מנוע,Batterie faible Démarrer moteur,FAIL,बैटरी लो इंजन चालू करें,Batterie faible Démarrer moteur,FAIL,Akumulator slab pokrenite motor,Batterie faible Démarrer moteur,FAIL,Akku. gyenge motort indítani,Batterie faible Démarrer moteur,FAIL,Baterai Lemah Mesin Mulai,Batterie faible Démarrer moteur,FAIL,Batteria debole avviare motore,Batterie faible Démarrer moteur,FAIL,バッテリ充電不足 エンジンスタート,Batterie faible Démarrer moteur,FAIL,배터리전압 낮음 시동을켜주십시오,Batterie faible Démarrer moteur,FAIL,Baterija silpna užvesti variklį,Batterie faible Démarrer moteur,FAIL,"Zems akum. līm., iedarbinot dzin.",Batterie faible Démarrer moteur,FAIL,Accu zwak start de motor,Batterie faible Démarrer moteur,FAIL,Batteri svakt start motoren,Batterie faible Démarrer moteur,FAIL,Akumul. rozład. uruchom silnik,Batterie faible Démarrer moteur,FAIL,Bateria fraca ligar o motor Bateria fraca Ligar o motor,Batterie faible Démarrer moteur,FAIL,Baterie slabă Porneşte motorul,Batterie faible Démarrer moteur,FAIL,Аккум. разряжен запустите мотор,Batterie faible Démarrer moteur,FAIL,Slabý akumulátor naštartovať,Batterie faible Démarrer moteur,FAIL,Slab akumulator zaženite motor,Batterie faible Démarrer moteur,FAIL,Bateri motorino e r,Batterie faible Démarrer moteur,FAIL,Akumulator slab pokrenuti motor,Batterie faible Démarrer moteur,FAIL,Batteri svagt Starta motorn,Batterie faible Démarrer moteur,FAIL,Akü şarjı zayıf motoru çalıştır,Batterie faible Démarrer moteur,FAIL,Батарея розрядж. увімкніть двигун,Batterie faible Démarrer moteur,FAIL,Pin Yếu K. Động Động cơ,Batterie faible Démarrer moteur,FAIL
10208_4,Température et batterie faibles Charger avant le prochain départ,Température et batterie faibles Charger avant le prochain départ,PASS,انخفاض درجة الحرارة والبطارية اشحن قبل الرحلة التالية,Température et batterie faibles Charger avant le prochain départ,FAIL,Ниска температура и акумулатор Заредете преди следващо пътуване,Température et batterie faibles Charger avant le prochain départ,FAIL,低温和电池 下次行走前充电,Température et batterie faibles Charger avant le prochain départ,FAIL,Nízká teplota a baterie Nabijte před další cestou,Température et batterie faibles Charger avant le prochain départ,FAIL,Lav temperatur og batteri Oplad før næste rejse,Température et batterie faibles Charger avant le prochain départ,FAIL,Temperatur und Batterie niedrig Vor der nächsten Fahrt aufladen,Température et batterie faibles Charger avant le prochain départ,FAIL,Χαμηλή θερμοκρασία και μπαταρία Φορτίστε πριν το επόμενο ταξίδι,Température et batterie faibles Charger avant le prochain départ,FAIL,Low temperature and battery Charge before the next journey,Température et batterie faibles Charger avant le prochain départ,FAIL,"Baja temperatura y batería, cargar antes del próximo viaje Baja temperatura y batería Cargar antes del próximo viaje",Température et batterie faibles Charger avant le prochain départ,FAIL,Madal temperatur ja aku Laadige enne järgmist reisi,Température et batterie faibles Charger avant le prochain départ,FAIL,درجه حرارت پایین و شارژ باطری قبل از سفر بعدی,Température et batterie faibles Charger avant le prochain départ,FAIL,Matala lämpötila ja akun taso Lataa ennen seuraavaa matkaa,Température et batterie faibles Charger avant le prochain départ,FAIL,טמפרטורה נמוכה וסוללה טעינה לפני המסע הבא,Température et batterie faibles Charger avant le prochain départ,FAIL,कम तापमान और बैटरी अगली यात्रा से पहले चार्ज करें,Température et batterie faibles Charger avant le prochain départ,FAIL,Niske temperatur i baterija Napunite prije idućeg putovanja,Température et batterie faibles Charger avant le prochain départ,FAIL,Alacsony hőfok és akkumulátor Töltse fel a következő út előtt,Température et batterie faibles Charger avant le prochain départ,FAIL,Suhu rendah dan baterai lemah Isi daya sebelum prjlnan brktnya,Température et batterie faibles Charger avant le prochain départ,FAIL,Temperatura e batteria basse Ricarica prima prossimo viaggio,Température et batterie faibles Charger avant le prochain départ,FAIL,低温　そして　次の運行前に充電する,Température et batterie faibles Charger avant le prochain départ,FAIL,낮은 온도 및 배터리 다음 주행 전에 충전하십시오,Température et batterie faibles Charger avant le prochain départ,FAIL,Žema temperatūra ir baterija Įkrauti prieš kitą kelionę,Température et batterie faibles Charger avant le prochain départ,FAIL,Zema temperatūra un akumulators Uzlādē pirms nākamā brauciena,Température et batterie faibles Charger avant le prochain départ,FAIL,Lage temperatuur de batterij Opladen voor de volgende rit,Température et batterie faibles Charger avant le prochain départ,FAIL,Lav temperatur og batteri Lad før neste tur,Température et batterie faibles Charger avant le prochain départ,FAIL,Niska temperatura i stan baterii Naładuj przed następną podróżą,Température et batterie faibles Charger avant le prochain départ,FAIL,Temperatura e bateria baixas Carregue antes da próxima viagem Baixa temp. e bateria fraca Carregue antes da próx. viagem,Température et batterie faibles Charger avant le prochain départ,FAIL,Temperatură și baterie scăzute Încarcă înainte de călătorie,Température et batterie faibles Charger avant le prochain départ,FAIL,Низкая температу и аккумулятор Зарядите перед следующей поездк,Température et batterie faibles Charger avant le prochain départ,FAIL,Nízka teplota a batéria Nabite pred ďalšou jazdou,Température et batterie faibles Charger avant le prochain départ,FAIL,Nizka temp. in napoln. baterije Napolnite pred naslednjo vožnjo,Température et batterie faibles Charger avant le prochain départ,FAIL,Temperatura dhe bateria e ulët Kariko para udhëtimit radhës,Température et batterie faibles Charger avant le prochain départ,FAIL,Niska temperatura i prazna bat. Napun. pre narednog putov.,Température et batterie faibles Charger avant le prochain départ,FAIL,Låg temperatur och batteri Ladda före nästa resa,Température et batterie faibles Charger avant le prochain départ,FAIL,Düşük sıcaklık ve pil sıcaklığı sonraki yolculuk öncesi şarjedin,Température et batterie faibles Charger avant le prochain départ,FAIL,Низька температура і акумулятор Зарядіть перед поїздкою,Température et batterie faibles Charger avant le prochain départ,FAIL,Nhiệt độ và mức ắc quy thấp Sạc trước hành trình tiếp theo,Température et batterie faibles Charger avant le prochain départ,FAIL
10210_1,Pile carte faible,Pile carte faible,PASS,بطارية بطاقة المفتاح ضعيفة,Pile carte faible,FAIL,Изтощена батерия на картата,Pile carte faible,FAIL,钥匙卡 电量低,Pile carte faible,FAIL,Slabá baterie karty,Pile carte faible,FAIL,Nøglekort batteri afladet,Pile carte faible,FAIL,Batterie Karte fast leer,Pile carte faible,FAIL,Χαμηλή μπαταρία κάρτας-κλειδιού,Pile carte faible,FAIL,Keycard Battery Low,Pile carte faible,FAIL,Pila de tarjeta casi descargada Batería baja de llave tarjeta,Pile carte faible,FAIL,Võtmekaardi aku tühjeneb,Pile carte faible,FAIL,باتری کارت کلید کم است,Pile carte faible,FAIL,Avainkortti Paristo vähissä,Pile carte faible,FAIL,סוללה חלשה בכרטיס המפתח,Pile carte faible,FAIL,की-कार्ड की बैटरी लो है,Pile carte faible,FAIL,Baterija kartice slaba,Pile carte faible,FAIL,Kártya eleme lemerült,Pile carte faible,FAIL,Baterai Kartu Kunci Rendah,Pile carte faible,FAIL,Pila carta debole,Pile carte faible,FAIL,カードキー バッテリー低下,Pile carte faible,FAIL,스마트카드전지를 교체해 주십시오,Pile carte faible,FAIL,Rakto kortelės baterija silpna,Pile carte faible,FAIL,Zems atslēgas kartes bat. līm.,Pile carte faible,FAIL,Batterij kaart bijna leeg,Pile carte faible,FAIL,Nøkkelkort batteri svakt,Pile carte faible,FAIL,Bateria karty do wymiany,Pile carte faible,FAIL,Bateria do cartão fraca Pilha do cartão fraca,Pile carte faible,FAIL,Baterie slabă cartelă,Pile carte faible,FAIL,Ключ-карта разряжена,Pile carte faible,FAIL,Slabá batéria karty,Pile carte faible,FAIL,Slaba baterija kartice,Pile carte faible,FAIL,Bateria e kart e r,Pile carte faible,FAIL,Slaba baterija kartice,Pile carte faible,FAIL,Nyckelkort batteri svagt,Pile carte faible,FAIL,Kart pili zayıf,Pile carte faible,FAIL,Розрядж. батарея карти-ключа,Pile carte faible,FAIL,Thẻ khóa Pin Yếu,Pile carte faible,FAIL
10211_1,Feux stop à contrôler,Feux stop à contrôler,PASS,تحقق من أنوار الفرامل,Feux stop à contrôler,FAIL,Провери стоп светлините,Feux stop à contrôler,FAIL,检查 制动信号灯,Feux stop à contrôler,FAIL,Zkontrolovat brzdová světla,Feux stop à contrôler,FAIL,Tjek stoplys,Feux stop à contrôler,FAIL,Bremslicht prüfen,Feux stop à contrôler,FAIL,Ελέγξτε φώτα φρένων,Feux stop à contrôler,FAIL,Check Brake Lights,Feux stop à contrôler,FAIL,Revisar luces de freno Verificar luces de freno,Feux stop à contrôler,FAIL,Kontrollige piduritulesid,Feux stop à contrôler,FAIL,بررسی چراغ های ترمز,Feux stop à contrôler,FAIL,Tarkista jarruvalot,Feux stop à contrôler,FAIL,בדוק אורות בלם,Feux stop à contrôler,FAIL,ब्रेक लाइट की जांच करें,Feux stop à contrôler,FAIL,Provjerite stop svjetla,Feux stop à contrôler,FAIL,Ellenőriztesse a féklámpát,Feux stop à contrôler,FAIL,Periksa Lampu Rem,Feux stop à contrôler,FAIL,Luci di stop controllare,Feux stop à contrôler,FAIL,ブレーキランプ 点検,Feux stop à contrôler,FAIL,브레이크 램프를 점검해 주십시오,Feux stop à contrôler,FAIL,Tikrinti stabdžių šviesas,Feux stop à contrôler,FAIL,Pārbaudiet bremžu gaismas,Feux stop à contrôler,FAIL,Controleer remlichten,Feux stop à contrôler,FAIL,Kontroller Bremselys,Feux stop à contrôler,FAIL,Skontroluj światła stop,Feux stop à contrôler,FAIL,Verificar luzes de freio Mandar verificar luzes de stop,Feux stop à contrôler,FAIL,Verifică lămpile de frână,Feux stop à contrôler,FAIL,Проверьте стоп-сигналы,Feux stop à contrôler,FAIL,Skontrolovať brzdové svetlá,Feux stop à contrôler,FAIL,Preverite zavorne luči,Feux stop à contrôler,FAIL,Kontrollo dritat e frenave,Feux stop à contrôler,FAIL,Proveriti stop-svetla,Feux stop à contrôler,FAIL,Kontrollera Bromsljus,Feux stop à contrôler,FAIL,Stop lambaları kontrol ettirin,Feux stop à contrôler,FAIL,Перевірте стоп-сигнали,Feux stop à contrôler,FAIL,Kiểm tra Đèn Phanh,Feux stop à contrôler,FAIL
10213_2,Faire révision,![img-0.jpeg](img-0.jpeg) Faire révision,PASS,الخدمة مطلوب,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Обслужване задължително,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,需要保养,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Provést servis,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Service påkrævet,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Wartung fällig,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Απαιτείται σέρβις,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Service required,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Realizar revisión Servicio necesario,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Nõutud hooldus,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,سرویس لازم است,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Huolto välttämätön,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,דרוש שירות,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,सर्विस आवश्यक है,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Servis potreban,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Olajcsere szükséges,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Layanan dibutuhkan,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Fare manutenzione,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,点検が 必要です,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,차량정비가 필요합니다,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Reikalingas servisas,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Nepieciešams serviss,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Onderhoud uitvoeren,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Service Behøves,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Wykonaj przegląd,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Fazer revisão Fazer revisão,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Service obligatoriu,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Првести ТО,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Previesť servis,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Opravite servisni pregled,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Koha për mirëmbajtje,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Servisiranje je nužno,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Service behövs,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Mutlaka bakım yaptırınız,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Потрібен сервіс,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL,Dịch vụ yêu cầu,![img-0.jpeg](img-0.jpeg) Faire révision,FAIL
10217_1,Filtre à gazole à purger,# Filtre à gazole à purger,PASS,تنظيف فلتر الديزل,# Filtre à gazole à purger,FAIL,Почисти горивния филтър,# Filtre à gazole à purger,FAIL,清洁 柴油滤芯,# Filtre à gazole à purger,FAIL,Voda v naftovém filtru,# Filtre à gazole à purger,FAIL,Rens dieselfilter,# Filtre à gazole à purger,FAIL,Dieselfilter leeren,# Filtre à gazole à purger,FAIL,Καθαρίστε φίλτρο πετρελαίου,# Filtre à gazole à purger,FAIL,Clean Diesel Filter,# Filtre à gazole à purger,FAIL,Purgar el filtro de gasóleo Limpiar filtro gasoil,# Filtre à gazole à purger,FAIL,Puhastage diislifilter,# Filtre à gazole à purger,FAIL,تمیز کردن فیلتر دیزل,# Filtre à gazole à purger,FAIL,Puhdista diesel suodatin,# Filtre à gazole à purger,FAIL,נקה מסנן דיזל,# Filtre à gazole à purger,FAIL,डीज़ल फ़िल्टर को साफ़ करें,# Filtre à gazole à purger,FAIL,Filter nafte očistiti,# Filtre à gazole à purger,FAIL,Gázolajszűrőt vízteleníteni,# Filtre à gazole à purger,FAIL,Bersihkan Filter Diesel,# Filtre à gazole à purger,FAIL,Filtro gasolio da spurgare,# Filtre à gazole à purger,FAIL,エンジンフィルタ を清掃,# Filtre à gazole à purger,FAIL,연료필터 수분을 제거해 주십시오,# Filtre à gazole à purger,FAIL,Išvalyti dyzelino filtrą,# Filtre à gazole à purger,FAIL,Iztīriet dīzeļa filtru,# Filtre à gazole à purger,FAIL,Brandstoffilter aftappen,# Filtre à gazole à purger,FAIL,Rengjør diesel filter,# Filtre à gazole à purger,FAIL,Oczyść odstojnik oleju napędow.,# Filtre à gazole à purger,FAIL,Limpar o filtro de diesel Purgar o filtro de gasóleo,# Filtre à gazole à purger,FAIL,Curăţă filtrul diesel,# Filtre à gazole à purger,FAIL,Проверьте топливный фильтр,# Filtre à gazole à purger,FAIL,Voda v naftovom filtri,# Filtre à gazole à purger,FAIL,Očistite filter dizel goriva,# Filtre à gazole à purger,FAIL,Pastro filtrin e naft,# Filtre à gazole à purger,FAIL,Očistiti filter dizel goriva,# Filtre à gazole à purger,FAIL,Rengör dieselfilter,# Filtre à gazole à purger,FAIL,Yakıt filtresi suyunu alınız,# Filtre à gazole à purger,FAIL,Очистіть диз. фільтр,# Filtre à gazole à purger,FAIL,Làm sạch Bộ lọc Diesel,# Filtre à gazole à purger,FAIL
Total Mismatches,,,0,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18,,,18
